TOKEN	NER	de_core_news_sm--03-26-06-08-38	/content/drive/MyDrive/NLP_Project_New/models/sermons_60it--03-26-06-15-17	dbmdz/bert-base-german-cased--03-26-06-43-39	/content/drive/MyDrive/NLP_Project_New/models/bert_base_german_cased_finetuned_3ep--03-26-07-51-24	dbmdz/flair-historic-ner-onb--03-26-08-44-50	dbmdz/flair-historic-ner-onb_finetuned_3ep_2e-5--03-26-09-37-54
daß	O	O	O	O	O	O	O
er	O	O	O	O	O	O	O
der	O	O	O	O	O	O	O
Auctor	O	O	O	B-PER	O	O	O
von	O	O	O	B-LOC	O	O	O
dem	O	O	O	O	O	O	O
bekannten	O	O	O	O	O	O	O
Weyhnacht	O	O	O	O	O	O	O
Liede	O	B-PER	O	O	O	O	O
In	O	O	O	O	O	O	O
dulci	O	O	O	B-PER	O	O	O
jubilo	O	O	O	B-LOC	O	O	O
etc	O	O	O	O	O	O	O
sey	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O
bezeugen	O	O	O	O	O	O	O
alle	O	O	O	O	O	O	O
die	O	O	O	O	O	O	O
gelehrten	O	O	O	O	O	O	O
Männer	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O
die	O	O	O	O	O	O	O
in	O	O	O	B-PER	O	O	O
dem	O	O	O	O	O	O	O
Historischen	O	O	O	B-LOC	O	O	O
Lieder	O	O	B-PER	B-PER	O	O	O
Studio	O	O	I-PER	O	O	O	O
sich	O	O	O	O	O	O	O
hervorgethan	O	O	O	B-LOC	O	O	O
haben	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O
							
Kein	O	O	O	B-PER	O	O	O
Aug	O	O	O	B-LOC	O	O	O
hat	O	O	O	O	O	O	O
je	O	O	O	O	O	O	O
gespürt	O	O	O	O	O	O	O
kein	O	O	O	B-PER	O	O	O
Ohr	O	O	O	B-LOC	O	O	O
hat	O	O	O	O	O	O	O
je	O	O	O	O	O	O	O
gehört	O	O	O	O	O	O	O
solche	O	O	O	O	O	O	O
Freude	O	O	O	B-PER	O	O	O
:	O	O	O	B-LOC	O	O	O
							
O	O	B-PER	O	I-LOC	O	O	O
Petersdorff	B-LOC	I-PER	B-LOC	O	B-PER	B-PER	B-PER
Jsrael	B-LOC	I-PER	I-LOC	O	O	O	O
wie	O	O	O	B-PER	O	O	O
herrlig	O	O	O	B-LOC	O	O	O
ist	O	O	O	B-PER	O	O	O
das	O	O	O	O	O	O	O
Haus	O	B-LOC	O	O	O	O	O
des	O	I-LOC	O	O	O	O	O
Herrn	O	I-LOC	O	B-LOC	O	O	O
wie	O	O	O	B-PER	O	O	O
weit	O	O	O	O	O	O	O
und	O	O	O	O	O	O	O
groß	O	O	O	O	O	O	O
ist	O	O	O	O	O	O	O
die	O	O	O	O	O	O	O
Städte	O	O	O	O	O	O	O
seiner	O	O	O	O	O	O	O
Wohnung	O	O	O	O	O	O	O
Mijo	B-PER	B-LOC	O	B-LOC	B-PER	O	O
am	O	O	O	O	O	O	O
3	O	O	O	O	O	O	O
24	O	O	O	O	O	O	O
Nu	O	O	O	O	O	O	O
Wollen	O	O	O	O	O	O	O
wir	O	O	O	O	O	O	O
mit	O	O	O	O	O	O	O
der	O	O	O	O	O	O	O
That	O	O	O	O	O	O	O
und	O	O	O	O	O	O	O
Warheit	O	O	O	O	O	O	O
nachleben	O	O	O	O	O	O	O
der	O	O	O	O	O	O	O
Ermahnung	O	O	O	O	O	O	O
Reingard	B-PER	B-PER	O	O	B-PER	B-PER	O
in	O	O	O	O	O	O	O
der	O	O	O	O	O	O	O
heutigen	O	O	O	O	O	O	O
ordentlichen	O	O	O	O	O	O	O
Sontags	O	O	O	O	O	O	O
Lection	O	O	O	B-PER	O	O	O
aus	O	O	O	O	O	O	O
der	O	O	O	B-LOC	O	O	O
Epistel	O	O	O	O	O	O	O
an	O	O	O	O	O	O	O
die	O	O	O	O	O	O	O
Eph	O	O	O	O	O	O	O
5	O	O	O	B-PER	O	O	O
19	O	O	O	B-LOC	O	O	O
20	O	O	O	O	O	O	O
Werdet	O	O	O	B-PER	O	O	O
vol	O	O	O	B-LOC	O	O	O
Geistes	O	O	O	O	O	O	O
und	O	O	O	O	O	O	O
redet	O	O	O	O	O	O	O
unter	O	O	O	O	O	O	O
einander	O	O	O	B-PER	O	O	O
von	O	O	O	B-LOC	O	O	O
Psalmen	O	O	O	O	O	O	O
und	O	O	O	B-PER	O	O	O
Lobgesängen	O	O	O	B-LOC	O	O	O
und	O	O	O	B-PER	O	O	O
geistlichen	O	O	O	B-LOC	O	O	O
Liedern	O	O	O	O	O	O	O
singet	O	O	O	B-PER	O	O	O
und	O	O	O	B-LOC	O	O	O
spielet	O	B-PER	O	B-PER	O	O	O
dem	O	I-PER	O	O	O	O	O
Herrn	O	I-PER	O	B-LOC	O	O	O
in	O	O	O	B-PER	O	O	O
Eurem	O	O	O	B-LOC	O	O	O
Hertzen	O	O	O	O	O	O	O
und	O	O	O	O	O	O	O
saget	O	O	O	B-PER	O	O	O
Dank	O	O	O	B-LOC	O	O	O
allezeit	O	O	O	O	O	O	O
für	O	O	O	B-PER	O	O	O
alles	O	O	O	B-LOC	O	O	O
Gott	O	O	O	O	O	O	O
und	O	O	O	O	O	O	O
dem	O	O	O	O	O	O	O
Vater	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O
dem	O	O	O	B-PER	O	O	O
Nahmen	O	O	O	B-LOC	O	O	O
unsers	O	O	O	B-PER	O	O	O
Herrn	O	O	O	O	O	O	O
Margret	B-PER	B-PER	O	O	B-PER	B-PER	B-PER
Kensy	I-PER	I-PER	O	B-LOC	O	O	O
:	O	O	O	O	O	O	O
							
du	O	O	O	B-LOC	O	O	O
sonst	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O
so	O	O	O	O	O	O	O
gnädiger	O	O	O	O	O	O	O
und	O	O	O	O	O	O	O
gütiger	O	O	O	O	O	O	O
Vater	O	O	O	B-PER	O	O	O
im	O	O	O	O	O	O	O
Himmel	O	O	O	B-LOC	O	O	O
,	O	O	O	O	O	O	O
auf	O	O	O	O	O	O	O
das	O	O	O	O	O	O	O
entsetzlichste	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O
wider	O	O	O	O	O	O	O
uns	O	O	O	O	O	O	O
zum	O	O	O	O	O	O	O
Zorn	O	O	O	O	O	O	O
gereizet	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O
und	O	O	O	O	O	O	O
verursachet	O	O	O	O	O	O	O
hatten	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O
daß	O	O	O	B-PER	O	O	O
deine	O	O	O	O	O	O	O
gerechtesten	O	O	O	B-LOC	O	O	O
Gerichte	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O
auch	O	O	O	B-PER	O	O	O
an	O	O	O	O	O	O	O
diesem	O	O	O	O	O	O	O
deinem	O	O	O	O	O	O	O
Hause	O	O	O	O	O	O	O
,	O	O	O	B-LOC	O	O	O
ausbrechen	O	O	O	B-PER	O	O	O
,	O	O	O	B-LOC	O	O	O
und	O	O	O	O	O	O	O
solches	O	O	O	O	O	O	O
elendiglich	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O
die	O	O	O	O	O	O	O
Asche	O	O	O	O	O	O	O
legen	O	O	O	B-PER	O	O	O
mußten	O	O	O	O	O	O	O
.	O	O	O	B-LOC	O	O	O
							
Solte	O	O	O	B-PER	O	O	O
man	O	O	O	O	O	O	O
bey	O	O	O	O	O	O	O
Anhörung	O	O	O	O	O	O	O
dergleichen	O	O	O	O	O	O	O
wohl	O	O	O	O	O	O	O
viel	O	O	O	O	O	O	O
heilige	O	O	O	O	O	O	O
Gedancken	O	O	O	O	O	O	O
haben	O	O	O	O	O	O	O
?	O	O	O	O	O	O	O
							
Der	O	O	O	B-PER	O	O	O
Sachen	O	O	O	B-LOC	O	O	O
Wichtigkeit	O	O	O	B-PER	O	O	O
:	O	O	O	B-LOC	O	O	O
							
Wo	O	O	O	I-LOC	O	O	O
mehr	O	O	O	O	O	O	O
hin	O	O	O	O	O	O	O
?	O	O	O	O	O	O	O
							
Meß	O	O	O	B-LOC	O	O	O
die	O	O	O	O	O	O	O
sie	O	O	O	B-PER	O	O	O
hat	O	O	O	B-LOC	O	O	O
lesen	O	O	O	O	O	O	O
lassen	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O
							
Aber	O	O	O	B-LOC	O	O	O
der	O	O	O	O	O	O	O
Ausgang	O	O	O	O	O	O	O
bewieß	O	O	O	O	O	O	O
es	O	O	O	O	O	O	O
daß	O	O	O	B-PER	O	O	O
Gott	O	O	O	B-LOC	O	B-PER	O
ihr	O	O	O	B-PER	O	O	O
andächtiges	O	O	O	O	O	O	O
Hertzen	O	O	O	B-LOC	O	O	O
Gebet	O	O	O	O	O	O	O
allzuwohl	O	O	O	O	O	O	O
erhöret	O	O	O	B-PER	O	O	O
hatte	O	O	O	O	O	O	O
und	O	O	O	B-LOC	O	O	O
sie	O	O	O	O	O	O	O
zu	O	O	O	O	O	O	O
Claudio	B-PER	B-PER	O	O	B-PER	B-PER	B-PER
sagen	O	O	O	O	O	O	O
konte	O	O	O	O	O	O	O
:	O	O	O	O	O	O	O
							
Und	O	O	O	B-LOC	O	O	O
wie	O	O	O	O	O	O	O
die	O	O	O	O	O	O	O
äusserliche	O	O	O	B-PER	O	O	O
wohlgeordnete	O	O	O	B-LOC	O	O	O
Music	O	O	O	B-PER	O	O	O
,	O	O	O	B-LOC	O	O	O
welche	O	O	O	B-PER	O	O	O
mit	O	O	O	B-LOC	O	O	O
Menschen	O	O	O	O	O	O	O
Stimmen	O	O	O	B-PER	O	O	O
und	O	O	O	O	O	O	O
mit	O	O	O	B-LOC	O	O	O
Instrumenten	O	O	O	O	O	O	O
gemachet	O	O	O	O	O	O	O
wird	O	O	O	B-PER	O	O	O
,	O	O	O	B-LOC	O	O	O
eine	O	O	O	B-PER	O	O	O
verborgene	O	O	O	O	O	O	O
und	O	O	O	O	O	O	O
göttliche	O	O	O	B-LOC	O	O	O
Krafft	O	O	O	O	O	O	O
hat	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O
die	O	O	O	O	O	O	O
Hertzen	O	O	O	O	O	O	O
zu	O	O	O	B-PER	O	O	O
bewegen	O	O	O	O	O	O	O
,	O	O	O	B-LOC	O	O	O
entweder	O	O	O	B-PER	O	O	O
zum	O	O	O	B-LOC	O	O	O
Mitleiden	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O
wann	O	O	O	O	O	O	O
eine	O	O	O	B-PER	O	O	O
Sache	O	O	O	O	O	O	O
kläglich	O	O	O	B-LOC	O	O	O
gesungen	O	O	O	B-PER	O	O	O
oder	O	O	O	O	O	O	O
gespielet	O	O	O	B-LOC	O	O	O
wird	O	O	O	B-PER	O	O	O
,	O	O	O	B-LOC	O	O	O
oder	O	O	O	B-PER	O	O	O
zur	O	O	O	B-LOC	O	O	O
Freude	O	O	O	B-PER	O	O	O
und	O	O	O	O	O	O	O
Erweckung	O	O	O	B-LOC	O	O	O
,	O	O	O	O	O	O	O
wenn	O	O	O	O	O	O	O
sie	O	O	O	O	O	O	O
auf	O	O	O	O	O	O	O
eine	O	O	O	B-PER	O	O	O
fröliche	O	O	O	B-LOC	O	O	O
Weise	O	O	O	B-PER	O	O	O
vorgestellet	O	O	O	B-LOC	O	O	O
wird	O	O	O	B-PER	O	O	O
;	O	O	O	O	O	O	O
also	O	O	O	B-LOC	O	O	O
hat	O	O	O	O	O	O	O
vielmehr	O	O	O	O	O	O	O
die	O	O	O	O	O	O	O
innerliche	O	O	O	O	O	O	O
und	O	O	O	B-PER	O	O	O
andächtige	O	O	O	O	O	O	O
Hertzens	O	O	O	B-LOC	O	O	O
Music	O	O	O	O	O	O	O
die	O	O	O	O	O	O	O
Krafft	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O
eine	O	O	O	O	O	O	O
Seele	O	O	O	O	O	O	O
zu	O	O	O	B-PER	O	O	O
erwecken	O	O	O	B-LOC	O	O	O
und	O	O	O	O	O	O	O
zum	O	O	O	O	O	O	O
Lobe	O	O	O	B-PER	O	O	O
Gottes	O	O	O	O	O	O	O
aufzumuntern	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O
							
Dieses	O	O	O	B-LOC	O	O	O
satzte	O	O	O	O	O	O	O
aus	O	O	O	O	O	O	O
Ergebenheit	O	O	O	O	O	O	O
hinzu	O	O	O	O	O	O	O
.	O	O	O	B-PER	O	O	O
							
Die	O	O	O	B-LOC	O	O	O
H	O	O	O	O	O	O	O
Jungfrau	O	O	O	O	O	O	O
Leonore	B-PER	O	O	O	B-PER	B-PER	B-PER
vmb	O	O	O	O	O	O	O
weilen	O	O	O	O	O	O	O
sie	O	O	O	O	O	O	O
auß	O	O	O	B-PER	O	O	O
purem	O	O	O	B-LOC	O	O	O
Mitleyden	O	O	O	O	O	O	O
gegen	O	O	O	B-PER	O	O	O
den	O	O	O	B-LOC	O	O	O
armen	O	O	O	O	O	O	O
Seelen	O	O	O	B-PER	O	O	O
alle	O	O	O	B-LOC	O	O	O
ihre	O	O	O	B-PER	O	O	O
gute	O	O	O	B-LOC	O	O	O
Werck	O	B-PER	O	O	O	O	O
ihnen	O	O	O	B-PER	O	O	O
überlassen	O	O	O	B-LOC	O	O	O
thäte	O	O	O	O	O	O	O
sich	O	O	O	B-PER	O	O	O
nicht	O	O	O	B-LOC	O	O	O
ein	O	O	O	B-PER	O	O	O
wenig	O	O	O	O	O	O	O
bekümmern	O	O	O	B-LOC	O	O	O
in	O	O	O	B-PER	O	O	O
ihrem	O	O	O	O	O	O	O
Todbettlein	O	O	O	B-LOC	O	O	O
auß	O	O	O	B-PER	O	O	O
Forcht	O	O	O	B-LOC	O	O	O
sie	O	O	O	O	O	O	O
möchte	O	O	O	O	O	O	O
etwan	O	B-PER	O	B-PER	O	O	O
selbst	O	O	O	O	O	O	O
wegen	O	O	O	O	O	O	O
Mangel	O	O	O	O	O	O	O
der	O	O	O	O	O	O	O
guten	O	O	O	O	O	O	O
Werck	O	O	O	B-LOC	O	O	O
Noth	O	O	O	O	O	O	O
leyden	O	O	O	O	O	O	O
indem	O	O	O	B-PER	O	O	O
sie	O	O	O	B-LOC	O	O	O
nun	O	O	O	O	O	O	O
in	O	O	O	B-PER	O	O	O
solchen	O	O	O	O	O	O	O
Aengsten	O	O	O	B-LOC	O	O	O
begriffen	O	O	O	O	O	O	O
erscheinet	O	O	O	O	O	O	O
ihr	O	O	O	O	O	O	O
Christus	O	O	O	O	O	O	O
der	O	O	O	O	O	O	O
HErr	O	O	O	O	O	O	O
vnd	O	O	O	O	O	O	O
redet	O	O	O	O	O	O	O
sie	O	O	O	O	O	O	O
trostreich	O	O	O	O	O	O	O
also	O	O	O	O	O	O	O
an	O	O	O	O	O	O	O
:	O	O	O	O	O	O	O
							
Erschüttert	O	O	O	B-PER	O	O	O
ihr	O	O	O	O	O	O	O
Berge	O	O	O	B-LOC	O	O	O
!	O	O	O	B-PER	O	O	O
							
Das	O	O	O	B-LOC	O	O	O
gefällt	O	O	O	O	O	O	O
Gott	O	O	O	O	O	B-PER	O
.	O	O	O	O	O	O	O
							
in	O	O	O	B-LOC	O	O	O
welchen	O	O	O	O	O	O	O
sich	O	O	O	B-PER	O	O	O
der	O	O	O	O	O	O	O
Tod	O	O	O	B-LOC	O	O	O
mit	O	O	O	O	O	O	O
dem	O	O	O	O	O	O	O
Hunger	O	O	O	O	O	O	O
vereinigte	O	O	O	B-PER	O	O	O
,	O	O	O	B-LOC	O	O	O
ganze	O	O	O	O	O	O	O
Familien	O	O	O	B-PER	O	O	O
in	O	O	O	B-LOC	O	O	O
den	O	O	O	O	O	O	O
allerkläglichsten	O	O	O	B-PER	O	O	O
und	O	O	O	O	O	O	O
dürftigsten	O	O	O	O	O	O	O
Zustand	O	O	O	O	O	O	O
versetzte	O	O	O	O	O	O	O
,	O	O	O	B-LOC	O	O	O
den	O	O	O	O	O	O	O
Mann	O	O	O	O	O	O	O
von	O	O	O	O	O	O	O
dem	O	O	O	O	O	O	O
Weibe	O	B-LOC	O	O	O	O	O
,	O	O	O	O	O	O	O
das	O	O	O	O	O	O	O
Weib	O	O	B-PER	O	O	O	O
von	O	O	O	B-PER	O	O	O
dem	O	O	O	B-LOC	O	O	O
Manne	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O
die	O	O	O	O	O	O	O
Kinder	O	O	O	B-PER	O	O	O
von	O	O	O	O	O	O	O
den	O	O	O	B-LOC	O	O	O
Eltern	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O
die	O	O	O	O	O	O	O
Eltern	O	O	O	B-PER	O	O	O
von	O	O	O	O	O	O	O
demsic	O	O	O	O	O	O	O
Kindern	O	O	O	B-LOC	O	O	O
trennte	O	O	O	B-PER	O	O	O
,	O	O	O	B-LOC	O	O	O
und	O	O	O	O	O	O	O
zu	O	O	O	O	O	O	O
einer	O	O	O	O	O	O	O
Beute	O	O	O	B-PER	O	O	O
des	O	O	O	B-LOC	O	O	O
Grabes	O	B-LOC	O	O	O	O	O
machte	O	O	O	B-PER	O	O	O
.	O	O	O	B-LOC	O	O	O
							
Diese	O	O	O	B-PER	O	O	O
Worte	O	O	O	O	O	O	O
recht	O	O	O	O	O	O	O
zu	O	O	O	O	O	O	O
erklären	O	O	O	O	O	O	O
,	O	O	O	B-LOC	O	O	O
wollen	O	O	O	O	O	O	O
wir	O	O	O	O	O	O	O
zuvorderst	O	O	O	O	O	O	O
die	O	O	O	O	O	O	O
Personen	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O
hernach	O	O	O	B-PER	O	O	O
die	O	O	O	B-LOC	O	O	O
Sache	O	O	O	O	O	O	O
oder	O	O	O	B-PER	O	O	O
die	O	O	O	B-LOC	O	O	O
Aufmunterung	O	O	O	O	O	O	O
betrachten	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O
							
Seine	O	O	O	B-LOC	O	O	O
Majestät	O	O	O	O	O	O	O
hatten	O	O	O	B-PER	O	O	O
die	O	O	O	O	O	O	O
Nacht	O	O	O	O	O	O	O
zuvor	O	O	O	O	O	O	O
im	O	O	O	O	O	O	O
Lager	O	O	O	B-LOC	O	O	O
außerhalb	O	O	O	B-PER	O	O	O
der	O	O	O	O	O	O	O
Vorstadt	O	O	O	B-LOC	O	O	B-LOC
geschlafen	O	O	O	B-PER	O	O	O
und	O	O	O	B-LOC	O	O	O
begaben	O	O	O	O	O	O	O
sich	O	O	O	B-PER	O	O	O
von	O	O	O	B-LOC	O	O	O
dort	O	O	O	B-PER	O	O	O
in	O	O	O	B-LOC	O	O	O
folgendem	O	O	O	O	O	O	O
Zuge	O	O	O	O	O	O	O
nach	O	O	O	B-PER	O	O	O
der	O	O	O	B-LOC	O	O	O
Kirche	O	O	O	O	O	O	O
:	O	O	O	O	O	O	O
							
Die	O	O	O	B-LOC	O	O	O
einfältigen	O	O	O	O	O	O	O
Leute	O	O	O	O	O	O	O
die	O	O	O	O	O	O	O
es	O	O	O	B-PER	O	O	O
nicht	O	O	O	O	O	O	O
besser	O	O	O	O	O	O	O
wissen	O	O	O	O	O	O	O
pflegen	O	O	O	B-LOC	O	O	O
ins	O	O	O	O	O	O	O
gemein	O	O	O	O	O	O	O
von	O	O	O	O	O	O	O
viertelhalben	O	O	O	B-PER	O	O	O
und	O	O	O	B-LOC	O	O	O
gantzen	O	O	O	B-PER	O	O	O
Orgeln	O	O	O	O	O	O	O
zusagen	O	O	O	O	O	O	O
werden	O	O	O	O	O	O	O
aber	O	O	O	O	O	O	O
von	O	O	O	B-LOC	O	O	O
den	O	O	O	O	O	O	O
Orgel	O	O	O	O	O	O	O
Machern	O	B-PER	O	O	O	O	O
nur	O	O	O	O	O	O	O
außgelacht	O	O	O	B-PER	O	O	O
weil	O	O	O	B-LOC	O	O	O
heutiges	O	O	O	O	O	O	O
Tages	O	O	O	O	O	O	O
die	O	O	O	O	O	O	O
Orgeln	O	O	O	O	O	O	O
nicht	O	O	O	B-PER	O	O	O
gantze	O	O	O	O	O	O	O
halbe	O	O	O	O	O	O	O
oder	O	O	O	O	O	O	O
viertel	O	O	O	O	O	O	O
sondern	O	O	O	O	O	O	O
nach	O	O	O	O	O	O	O
ihren	O	O	O	B-LOC	O	O	O
Principalen	O	O	O	O	O	O	O
auff	O	B-PER	O	O	O	O	O
dreyerley	O	I-PER	O	O	O	O	O
Art	O	I-PER	O	O	O	O	O
Groß	O	I-PER	O	O	O	O	O
Principal	O	I-PER	O	O	O	O	O
Mittel	O	I-PER	O	O	O	O	O
Principal	O	I-PER	O	O	O	O	O
Klein	O	B-LOC	O	O	O	B-PER	O
Principal	O	I-LOC	O	O	O	O	O
genennet	O	O	O	O	O	O	O
werden	O	O	O	B-PER	O	O	O
(	O	O	O	B-LOC	O	O	O
vid	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O
							
In	O	O	O	B-LOC	O	O	O
diesen	O	O	O	O	O	O	O
worten	O	O	O	B-PER	O	O	O
werden	O	O	O	O	O	O	O
viererley	O	B-PER	O	B-LOC	O	O	O
προσκείμενα	O	I-PER	O	O	O	O	O
namhafftig	O	O	O	O	O	O	O
gemacht	O	O	O	B-PER	O	O	O
wie	O	O	O	B-LOC	O	O	O
der	O	O	O	O	O	O	O
Christen	O	O	O	O	O	O	O
Opffer	O	O	O	O	O	B-PER	O
im	O	O	O	B-PER	O	O	O
newen	O	O	O	B-LOC	O	O	O
Testament	O	O	O	O	O	O	O
soll	O	O	O	O	O	O	O
gratificirt	O	O	O	O	O	O	O
sein	O	O	O	B-PER	O	O	O
vnd	O	O	O	B-LOC	O	O	O
von	O	O	O	B-PER	O	O	O
den	O	O	O	B-LOC	O	O	O
Jüdischen	O	O	O	O	O	O	O
Opffern	O	O	O	O	O	O	O
des	O	O	O	B-PER	O	O	O
alten	O	O	O	B-LOC	O	O	O
Testaments	O	O	O	O	O	O	O
vnterschieden	O	O	O	O	O	O	O
werden	O	O	O	B-PER	O	O	O
.	O	O	O	B-LOC	O	O	O
							
ein	O	O	O	B-PER	O	O	O
künstlich	O	O	O	B-LOC	O	O	O
gemachtes	O	O	O	O	O	O	O
Thier	O	B-LOC	O	O	O	O	O
welches	O	O	O	B-PER	O	O	O
durch	O	O	O	O	O	O	O
die	O	O	O	O	O	O	O
Hülfe	O	O	O	O	O	O	O
der	O	O	O	O	O	O	O
Luft	O	O	O	B-LOC	O	O	O
(	O	O	O	B-PER	O	O	O
oder	O	O	O	O	O	O	O
Windes	O	B-LOC	O	B-LOC	O	O	O
)	O	O	O	B-PER	O	O	O
und	O	O	O	O	O	O	O
Menschlicher	O	O	O	B-LOC	O	O	O
Hände	O	O	O	B-PER	O	O	O
gleichsam	O	O	O	O	O	O	O
rede	O	O	O	O	O	O	O
klinge	O	O	O	B-LOC	O	O	O
singe	O	O	O	B-PER	O	O	O
modulire	O	O	O	B-LOC	O	O	O
;	O	O	O	B-PER	O	O	O
auch	O	O	O	O	O	O	O
mit	O	O	O	B-LOC	O	O	O
aller	O	O	O	O	O	O	O
seiner	O	O	O	B-PER	O	O	O
Zierd	O	O	O	B-LOC	O	O	O
und	O	O	O	B-PER	O	O	O
mercklichgroßen	O	O	O	O	O	O	O
Unkosten	O	O	O	O	O	O	O
in	O	O	O	B-LOC	O	O	O
die	O	O	O	O	O	O	O
Kirche	O	O	O	O	O	O	O
gesetzt	O	O	O	B-PER	O	O	O
verlobet	O	O	O	B-LOC	O	O	O
und	O	O	O	O	O	O	O
versprochen	O	O	O	O	O	O	O
sey	O	O	O	O	O	O	O
mit	O	O	O	O	O	O	O
seiner	O	O	O	B-PER	O	O	O
Stimme	O	O	O	O	O	O	O
Don	O	B-PER	O	B-LOC	O	O	O
Laut	O	I-PER	O	O	O	O	O
und	O	O	O	B-PER	O	O	O
Klang	O	O	O	B-LOC	O	O	O
die	O	O	O	O	O	O	O
unaussprechliche	O	O	O	O	O	O	O
Werk	O	O	O	O	O	O	O
und	O	O	O	B-PER	O	O	O
Thaten	O	O	O	B-LOC	O	O	O
der	O	O	O	B-PER	O	O	O
Göttlichen	O	O	O	B-LOC	O	O	O
Majestät	O	O	O	O	O	O	O
ohn	O	O	O	O	O	O	O
Unterlaß	O	O	O	O	O	O	O
zu	O	O	O	B-PER	O	O	O
rühmen	O	O	O	B-LOC	O	O	O
und	O	O	O	O	O	O	O
zu	O	O	O	B-PER	O	O	O
preisen	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O
							
Num	O	B-LOC	O	B-LOC	O	O	O
66	O	I-LOC	O	O	O	O	O
Vestra	O	O	O	O	O	O	O
abundantia	O	O	O	O	O	O	O
illorum	O	O	O	O	O	O	O
inopiam	O	O	O	O	O	O	O
suppleat	O	O	O	B-PER	O	O	O
,	O	O	O	B-LOC	O	O	O
2	O	O	O	B-PER	O	O	O
Cor	O	O	O	B-LOC	O	O	O
8	O	O	O	B-PER	O	O	O
v	O	O	O	B-LOC	O	O	O
14	O	O	O	O	O	O	O
Das	O	O	O	O	O	O	O
Allmosen	O	O	O	O	O	O	O
löscht	O	O	O	B-PER	O	O	O
das	O	O	O	B-LOC	O	O	O
Feuer	O	O	O	O	O	O	O
Dem	O	O	O	O	O	O	O
wir	O	O	O	O	O	O	O
zahlen	O	O	O	O	O	O	O
hoch	O	O	O	O	O	O	O
und	O	O	O	O	O	O	O
theuer	O	O	O	B-PER	O	O	O
.	O	O	O	B-LOC	O	O	O
							
986	O	O	O	I-LOC	O	O	O
n	O	O	O	O	O	O	O
28	O	O	O	O	O	O	O
Pantomimorum	O	O	O	O	O	O	O
primos	O	O	O	B-PER	O	O	O
fuisse	O	O	O	O	O	O	O
Antipatrum	O	O	O	B-LOC	O	O	O
und	O	O	O	O	O	O	O
Bathyllum	O	O	B-LOC	O	O	O	O
ac	O	O	O	O	O	O	O
sub	O	O	O	O	O	O	O
Augusto	O	O	O	O	O	B-PER	O
claruisse	O	O	O	O	O	O	O
satis	O	O	O	O	O	O	O
notum	O	O	O	O	O	O	O
ex	O	O	O	B-PER	O	O	O
Dione	O	B-PER	O	B-LOC	O	B-PER	O
Zosymo	O	I-PER	O	O	O	O	O
,	O	O	O	O	O	O	O
Svida	O	B-PER	O	O	O	O	O
atqve	O	I-PER	O	O	O	O	O
aliis	O	I-PER	O	O	O	O	O
.	O	O	O	O	O	O	O
							
Schon	O	O	O	B-PER	O	O	O
im	O	O	O	O	O	O	O
siebenten	O	O	O	B-LOC	O	O	O
Jahrhundert	O	O	O	B-PER	O	O	O
bediente	O	O	O	B-LOC	O	O	O
man	O	O	O	B-PER	O	O	O
sich	O	O	O	O	O	O	O
der	O	O	O	O	O	O	O
musikalischen	O	O	O	O	O	O	O
Jnstrumente	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O
							
Zur	O	O	O	B-LOC	O	O	O
Widerlegung	O	O	O	B-PER	O	O	O
.	O	O	O	B-LOC	O	O	O
							
Wie	O	O	O	I-LOC	O	O	O
man	O	O	O	O	O	O	O
denn	O	O	O	B-PER	O	O	O
in	O	O	O	B-LOC	O	O	O
Jose	B-PER	B-PER	B-PER	O	B-PER	B-LOC	B-PER
Ortmann	I-PER	I-PER	O	O	O	O	O
L	O	I-PER	O	O	O	O	O
III	O	I-PER	O	O	O	O	O
Chron	O	I-PER	O	O	O	O	O
ad	O	I-PER	O	B-PER	O	O	O
Annum	O	I-PER	O	B-LOC	O	O	O
725	O	O	O	O	O	O	O
und	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O
Sophie	B-PER	O	O	O	B-PER	O	O
L	O	O	O	B-PER	O	O	O
III	O	O	O	B-LOC	O	O	O
Annal	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O
							
Marckt	O	O	O	B-PER	O	B-PER	O
